date_time,temperature,time_int
1969-12-31 19:03:45,64.06,225
1969-12-31 19:03:46,62.63,226
1969-12-31 19:03:47,9.37,227
1969-12-31 19:03:48,72.88,228
1969-12-31 19:03:49,65.57,229
1969-12-31 19:03:50,46.26,230
1969-12-31 19:03:51,75.73,231
1969-12-31 19:03:52,19.11,232
1969-12-31 19:03:53,83.07,233
1969-12-31 19:03:54,31.7,234
1969-12-31 19:03:55,61.42,235
1969-12-31 19:03:56,12.8,236
1969-12-31 19:03:57,88.35,237
1969-12-31 19:03:58,30.84,238
1969-12-31 19:03:59,87.87,239
1969-12-31 19:04:00,31.31,240
1969-12-31 19:04:01,61.23,241
1969-12-31 19:04:02,39.2,242
1969-12-31 19:04:03,13.51,243
1969-12-31 19:04:04,91.7,244
1969-12-31 19:04:05,22.49,245
1969-12-31 19:04:06,2.04,246
1969-12-31 19:04:07,1.61,247
1969-12-31 19:04:08,5.92,248
1969-12-31 19:04:09,5.71,249
1969-12-31 19:04:10,49.36,250
1969-12-31 19:04:11,34.05,251
1969-12-31 19:04:12,95.36,252
1969-12-31 19:04:13,89.2,253
1969-12-31 19:04:14,26.06,254
1969-12-31 19:04:15,88.96,255
1969-12-31 19:04:16,30.8,256
1969-12-31 19:04:17,0.04,257
1969-12-31 19:04:18,34.76,258
1969-12-31 19:04:19,24.08,259
1969-12-31 19:04:20,21.42,260
1969-12-31 19:04:21,44.59,261
1969-12-31 19:04:22,16.13,262
1969-12-31 19:04:23,40.76,263
1969-12-31 19:04:24,2.57,264
1969-12-31 19:04:25,36.1,265
1969-12-31 19:04:26,70.46,266
1969-12-31 19:04:27,18.08,267
1969-12-31 19:04:28,46.82,268
1969-12-31 19:04:29,26.91,269
1969-12-31 19:04:30,26.39,270
1969-12-31 19:04:31,42.29,271
1969-12-31 19:04:32,17.26,272
1969-12-31 19:04:33,21.86,273
1969-12-31 19:04:34,8.67,274
1969-12-31 19:04:35,15.44,275
1969-12-31 19:04:36,68.39,276
1969-12-31 19:04:37,17.25,277
1969-12-31 19:04:38,56.17,278
1969-12-31 19:04:39,73.31,279
1969-12-31 19:04:40,40.06,280
1969-12-31 19:04:41,13.74,281
1969-12-31 19:04:42,24.79,282
1969-12-31 19:04:43,28.63,283
1969-12-31 19:04:44,63.94,284
1969-12-31 19:04:45,31.97,285
1969-12-31 19:04:46,16.87,286
1969-12-31 19:04:47,29.13,287
1969-12-31 19:04:48,45.51,288
1969-12-31 19:04:49,95.55,289
1969-12-31 19:04:50,66.1,290
1969-12-31 19:04:51,62.17,291
1969-12-31 19:04:52,23.02,292
1969-12-31 19:04:53,94.13,293
1969-12-31 19:04:54,34.7,294
1969-12-31 19:04:55,6.92,295
1969-12-31 19:04:56,59.97,296
1969-12-31 19:04:57,83.38,297
1969-12-31 19:04:58,50.95,298
1969-12-31 19:04:59,91.58,299
1969-12-31 19:05:00,45.68,300
1969-12-31 19:05:01,52.72,301
1969-12-31 19:05:02,79.16,302
1969-12-31 19:05:03,75.41,303
1969-12-31 19:05:04,50.11,304
1969-12-31 19:05:05,5.47,305
1969-12-31 19:05:06,71.02,306
1969-12-31 19:05:07,99.97,307
1969-12-31 19:05:08,49.18,308
1969-12-31 19:05:09,4.21,309
1969-12-31 19:05:10,2.19,310
1969-12-31 19:05:11,91.78,311
1969-12-31 19:05:12,81.56,312
1969-12-31 19:05:13,5.76,313
1969-12-31 19:05:14,61.63,314
1969-12-31 19:05:15,32.76,315
1969-12-31 19:05:16,30.75,316
1969-12-31 19:05:17,75.29,317
1969-12-31 19:05:18,26.1,318
1969-12-31 19:05:19,18.65,319
1969-12-31 19:05:20,32.19,320
1969-12-31 19:05:21,94.9,321
1969-12-31 19:05:22,34.13,322
1969-12-31 19:05:23,11.27,323
1969-12-31 19:05:24,39.21,324
1969-12-31 19:05:25,9.91,325
1969-12-31 19:05:26,76.41,326
1969-12-31 19:05:27,47.98,327
1969-12-31 19:05:28,14.53,328
1969-12-31 19:05:29,51.1,329
1969-12-31 19:05:30,85.33,330
1969-12-31 19:05:31,83.98,331
1969-12-31 19:05:32,70.09,332
1969-12-31 19:05:33,52.37,333
1969-12-31 19:05:34,78.36,334
1969-12-31 19:05:35,42.89,335
1969-12-31 19:05:36,85.87,336
1969-12-31 19:05:37,49.33,337
1969-12-31 19:05:38,71.57,338
1969-12-31 19:05:39,13.53,339
1969-12-31 19:05:40,25.67,340
1969-12-31 19:05:41,92.59,341
1969-12-31 19:05:42,50.98,342
1969-12-31 19:05:43,9.52,343
1969-12-31 19:05:44,12.43,344
1969-12-31 19:05:45,91.79,345
1969-12-31 19:05:46,90.5,346
1969-12-31 19:05:47,4.29,347
1969-12-31 19:05:48,79.02,348
1969-12-31 19:05:49,63.34,349
1969-12-31 19:05:50,27.78,350
1969-12-31 19:05:51,80.11,351
1969-12-31 19:05:52,70.85,352
1969-12-31 19:05:53,62.29,353
1969-12-31 19:05:54,19.21,354
1969-12-31 19:05:55,95.56,355
1969-12-31 19:05:56,99.87,356
1969-12-31 19:05:57,23.15,357
1969-12-31 19:05:58,5.83,358
1969-12-31 19:05:59,82.18,359
1969-12-31 19:06:00,7.03,360
1969-12-31 19:06:01,47.4,361
1969-12-31 19:06:02,71.09,362
1969-12-31 19:06:03,54.89,363
1969-12-31 19:06:04,61.23,364
1969-12-31 19:06:05,78.3,365
1969-12-31 19:06:06,40.54,366
1969-12-31 19:06:07,78.69,367
1969-12-31 19:06:08,22.37,368
1969-12-31 19:06:09,98.89,369
1969-12-31 19:06:10,45.05,370
1969-12-31 19:06:11,72.65,371
1969-12-31 19:06:12,98.52,372
1969-12-31 19:06:13,80.24,373
1969-12-31 19:06:14,98.19,374
1969-12-31 19:06:15,22.44,375
1969-12-31 19:06:16,46.66,376
1969-12-31 19:06:17,74.34,377
1969-12-31 19:06:18,9.56,378
1969-12-31 19:06:19,58.61,379
1969-12-31 19:06:20,88.21,380
1969-12-31 19:06:21,14.08,381
1969-12-31 19:06:22,79.28,382
1969-12-31 19:06:23,19.91,383
1969-12-31 19:06:24,61.34,384
1969-12-31 19:06:25,70.89,385
1969-12-31 19:06:26,89.25,386
1969-12-31 19:06:27,96.57,387
1969-12-31 19:06:28,16.3,388
1969-12-31 19:06:29,62.73,389
1969-12-31 19:06:30,18.28,390
1969-12-31 19:06:31,23.22,391
1969-12-31 19:06:32,85.09,392
1969-12-31 19:06:33,27.2,393
1969-12-31 19:06:34,21.59,394
1969-12-31 19:06:35,21.5,395
1969-12-31 19:06:36,22.58,396
1969-12-31 19:06:37,2.77,397
1969-12-31 19:06:38,41.18,398
1969-12-31 19:06:39,42.58,399
1969-12-31 19:06:40,32.95,400
1969-12-31 19:06:41,54.56,401
1969-12-31 19:06:42,77.81,402
1969-12-31 19:06:43,72.39,403
1969-12-31 19:06:44,16.01,404
1969-12-31 19:06:45,37.2,405
1969-12-31 19:06:46,78.61,406
1969-12-31 19:06:47,42.05,407
1969-12-31 19:06:48,7.2,408
1969-12-31 19:06:49,22.24,409
1969-12-31 19:06:50,2.97,410
1969-12-31 19:06:51,34.23,411
1969-12-31 19:06:52,76.97,412
1969-12-31 19:06:53,44.37,413
1969-12-31 19:06:54,55.63,414
1969-12-31 19:06:55,84.55,415
1969-12-31 19:06:56,95.34,416
1969-12-31 19:06:57,10.94,417
1969-12-31 19:06:58,89.65,418
1969-12-31 19:06:59,41.08,419
1969-12-31 19:07:00,49.78,420
1969-12-31 19:07:01,15.54,421
1969-12-31 19:07:02,54.45,422
1969-12-31 19:07:03,4.98,423
1969-12-31 19:07:04,28.42,424
1969-12-31 19:07:05,43.06,425
1969-12-31 19:07:06,7.15,426
1969-12-31 19:07:07,34.94,427
1969-12-31 19:07:08,79.1,428
1969-12-31 19:07:09,67.83,429
1969-12-31 19:07:10,24.79,430
1969-12-31 19:07:11,65.06,431
1969-12-31 19:07:12,83.1,432
1969-12-31 19:07:13,41.05,433
1969-12-31 19:07:14,39.91,434
1969-12-31 19:07:15,95.19,435
1969-12-31 19:07:16,48.64,436
1969-12-31 19:07:17,30.49,437
1969-12-31 19:07:18,78.44,438
1969-12-31 19:07:19,61.94,439
1969-12-31 19:07:20,48.13,440
1969-12-31 19:07:21,8.17,441
1969-12-31 19:07:22,39.15,442
1969-12-31 19:07:23,41.44,443
1969-12-31 19:07:24,66.06,444
1969-12-31 19:07:25,2.06,445
1969-12-31 19:07:26,76.26,446
1969-12-31 19:07:27,91.94,447
1969-12-31 19:07:28,49.24,448
1969-12-31 19:07:29,61.07,449
1969-12-31 19:07:30,95.16,450
1969-12-31 19:07:31,22.18,451
1969-12-31 19:07:32,82.23,452
1969-12-31 19:07:33,20.12,453
1969-12-31 19:07:34,60.46,454
1969-12-31 19:07:35,59.34,455
1969-12-31 19:07:36,2.35,456
1969-12-31 19:07:37,61.05,457
1969-12-31 19:07:38,10.54,458
1969-12-31 19:07:39,83.58,459
1969-12-31 19:07:40,83.36,460
1969-12-31 19:07:41,61.19,461
1969-12-31 19:07:42,67.86,462
1969-12-31 19:07:43,65.74,463
1969-12-31 19:07:44,56.44,464
1969-12-31 19:07:45,83.62,465
1969-12-31 19:07:46,27.75,466
1969-12-31 19:07:47,15.92,467
1969-12-31 19:07:48,45.62,468
1969-12-31 19:07:49,34.49,469
1969-12-31 19:07:50,80.89,470
1969-12-31 19:07:51,58.14,471
1969-12-31 19:07:52,66.81,472
1969-12-31 19:07:53,21.87,473
1969-12-31 19:07:54,27.36,474
1969-12-31 19:07:55,42.1,475
1969-12-31 19:07:56,83.35,476
1969-12-31 19:07:57,69.46,477
1969-12-31 19:07:58,4.57,478
1969-12-31 19:07:59,31.38,479
1969-12-31 19:08:00,21.15,480
1969-12-31 19:08:01,57.75,481
1969-12-31 19:08:02,59.83,482
1969-12-31 19:08:03,62.16,483
1969-12-31 19:08:04,93.72,484
1969-12-31 19:08:05,67.15,485
1969-12-31 19:08:06,17.7,486
1969-12-31 19:08:07,97.7,487
1969-12-31 19:08:08,30.5,488
1969-12-31 19:08:09,63.45,489
1969-12-31 19:08:10,75.52,490
1969-12-31 19:08:11,79.65,491
1969-12-31 19:08:12,71.66,492
1969-12-31 19:08:13,31.36,493
1969-12-31 19:08:14,11.62,494
1969-12-31 19:08:15,18.55,495
1969-12-31 19:08:16,29.38,496
1969-12-31 19:08:17,6.18,497
1969-12-31 19:08:18,98.5,498
1969-12-31 19:08:19,10.7,499
1969-12-31 19:08:20,19.04,500
1969-12-31 19:08:21,96.77,501
1969-12-31 19:08:22,55.58,502
1969-12-31 19:08:23,36.1,503
1969-12-31 19:08:24,0.9,504
1969-12-31 19:08:25,23.88,505
1969-12-31 19:08:26,28.9,506
1969-12-31 19:08:27,21.62,507
1969-12-31 19:08:28,68.94,508
1969-12-31 19:08:29,47.54,509
1969-12-31 19:08:30,96.65,510
1969-12-31 19:08:31,20.57,511
1969-12-31 19:08:32,21.89,512
1969-12-31 19:08:33,75.14,513
1969-12-31 19:08:34,24.09,514
1969-12-31 19:08:35,13.25,515
1969-12-31 19:08:36,96.34,516
1969-12-31 19:08:37,44.42,517
1969-12-31 19:08:38,9.25,518
1969-12-31 19:08:39,48.2,519
1969-12-31 19:08:40,26.62,520
1969-12-31 19:08:41,81.39,521
1969-12-31 19:08:42,63.43,522
1969-12-31 19:08:43,30.74,523
1969-12-31 19:08:44,29.88,524
1969-12-31 19:08:45,13.06,525
1969-12-31 19:08:46,62.97,526
1969-12-31 19:08:47,5.42,527
1969-12-31 19:08:48,5.41,528
1969-12-31 19:08:49,82.36,529
1969-12-31 19:08:50,95.14,530
1969-12-31 19:08:51,42.62,531
1969-12-31 19:08:52,66.91,532
1969-12-31 19:08:53,3.35,533
1969-12-31 19:08:54,73.13,534
1969-12-31 19:08:55,17.75,535
1969-12-31 19:08:56,12.86,536
1969-12-31 19:08:57,74.38,537
1969-12-31 19:08:58,20.7,538
1969-12-31 19:08:59,32.72,539
1969-12-31 19:09:00,57.13,540
1969-12-31 19:09:01,55.31,541
1969-12-31 19:09:02,48.12,542
1969-12-31 19:09:03,55.9,543
1969-12-31 19:09:04,56.75,544
1969-12-31 19:09:05,62.33,545
1969-12-31 19:09:06,16.16,546
1969-12-31 19:09:07,43.39,547
1969-12-31 19:09:08,97.81,548
1969-12-31 19:09:09,72.92,549
1969-12-31 19:09:10,12.33,550
1969-12-31 19:09:11,77.65,551
1969-12-31 19:09:12,93.57,552
1969-12-31 19:09:13,1.26,553
1969-12-31 19:09:14,51.28,554
1969-12-31 19:09:15,20.89,555
1969-12-31 19:09:16,68.32,556
1969-12-31 19:09:17,93.47,557
1969-12-31 19:09:18,0.03,558
1969-12-31 19:09:19,40.54,559
1969-12-31 19:09:20,2.41,560
1969-12-31 19:09:21,91.58,561
1969-12-31 19:09:22,8.76,562
1969-12-31 19:09:23,46.12,563
1969-12-31 19:09:24,87.74,564
1969-12-31 19:09:25,56.77,565
1969-12-31 19:09:26,70.88,566
1969-12-31 19:09:27,88.19,567
1969-12-31 19:09:28,9.56,568
1969-12-31 19:09:29,27.77,569
1969-12-31 19:09:30,85.61,570
1969-12-31 19:09:31,91.43,571
1969-12-31 19:09:32,93.22,572
1969-12-31 19:09:33,30.05,573
1969-12-31 19:09:34,61.57,574
1969-12-31 19:09:35,73.73,575
1969-12-31 19:09:36,79.82,576
1969-12-31 19:09:37,72.15,577
1969-12-31 19:09:38,68.06,578
1969-12-31 19:09:39,98.61,579
1969-12-31 19:09:40,30.93,580
1969-12-31 19:09:41,58.97,581
1969-12-31 19:09:42,87.1,582
1969-12-31 19:09:43,16.82,583
1969-12-31 19:09:44,51.89,584
1969-12-31 19:09:45,45.84,585
1969-12-31 19:09:46,42.28,586
1969-12-31 19:09:47,44.76,587
1969-12-31 19:09:48,37.04,588
1969-12-31 19:09:49,82.84,589
1969-12-31 19:09:50,15.2,590
1969-12-31 19:09:51,76.46,591
1969-12-31 19:09:52,11.84,592
1969-12-31 19:09:53,9.03,593
1969-12-31 19:09:54,80.52,594
1969-12-31 19:09:55,63.06,595
1969-12-31 19:09:56,74.4,596
1969-12-31 19:09:57,36.47,597
1969-12-31 19:09:58,95.46,598
1969-12-31 19:09:59,17.15,599
1969-12-31 19:10:00,54.46,600
1969-12-31 19:10:01,1.72,601
1969-12-31 19:10:02,99.49,602
1969-12-31 19:10:03,4.58,603
1969-12-31 19:10:04,85.41,604
1969-12-31 19:10:05,51.76,605
1969-12-31 19:10:06,65.24,606
1969-12-31 19:10:07,63.05,607
1969-12-31 19:10:08,73.48,608
1969-12-31 19:10:09,66.08,609
1969-12-31 19:10:10,83.54,610
1969-12-31 19:10:11,36.6,611
1969-12-31 19:10:12,59.6,612
1969-12-31 19:10:13,34.5,613
1969-12-31 19:10:14,79.89,614
1969-12-31 19:10:15,62.55,615
1969-12-31 19:10:16,85.98,616
1969-12-31 19:10:17,73.94,617
1969-12-31 19:10:18,35.27,618
1969-12-31 19:10:19,6.24,619
1969-12-31 19:10:20,62.75,620
1969-12-31 19:10:21,88.24,621
1969-12-31 19:10:22,4.17,622
1969-12-31 19:10:23,79.36,623
1969-12-31 19:10:24,52.45,624
1969-12-31 19:10:25,43.08,625
1969-12-31 19:10:26,51.82,626
1969-12-31 19:10:27,37.21,627
1969-12-31 19:10:28,58.21,628
1969-12-31 19:10:29,90.77,629
1969-12-31 19:10:30,3.3,630
1969-12-31 19:10:31,45.95,631
1969-12-31 19:10:32,60.28,632
1969-12-31 19:10:33,63.83,633
1969-12-31 19:10:34,81.54,634
1969-12-31 19:10:35,38.13,635
1969-12-31 19:10:36,67.22,636
1969-12-31 19:10:37,14.7,637
1969-12-31 19:10:38,72.17,638
1969-12-31 19:10:39,89.39,639
1969-12-31 19:10:40,67.35,640
1969-12-31 19:10:41,35.84,641
1969-12-31 19:10:42,25.31,642
1969-12-31 19:10:43,68.39,643
1969-12-31 19:10:44,67.93,644
1969-12-31 19:10:45,48.04,645
1969-12-31 19:10:46,20.23,646
1969-12-31 19:10:47,3.02,647
1969-12-31 19:10:48,55.18,648
1969-12-31 19:10:49,25.5,649
1969-12-31 19:10:50,96.09,650
1969-12-31 19:10:51,54.85,651
1969-12-31 19:10:52,7.87,652
1969-12-31 19:10:53,0.47,653
1969-12-31 19:10:54,97.45,654
1969-12-31 19:10:55,21.67,655
1969-12-31 19:10:56,7.03,656
1969-12-31 19:10:57,90.74,657
1969-12-31 19:10:58,89.8,658
1969-12-31 19:10:59,60.95,659
1969-12-31 19:11:00,21.71,660
1969-12-31 19:11:01,21.45,661
1969-12-31 19:11:02,50.14,662
1969-12-31 19:11:03,86.51,663
1969-12-31 19:11:04,20.77,664
1969-12-31 19:11:05,47.5,665
1969-12-31 19:11:06,71.71,666
1969-12-31 19:11:07,1.63,667
1969-12-31 19:11:08,48.57,668
1969-12-31 19:11:09,90.21,669
1969-12-31 19:11:10,28.69,670
1969-12-31 19:11:11,53.62,671
1969-12-31 19:11:12,81.24,672
1969-12-31 19:11:13,77.46,673
1969-12-31 19:11:14,5.47,674
1969-12-31 19:11:15,76.75,675
1969-12-31 19:11:16,22.01,676
1969-12-31 19:11:17,2.56,677
1969-12-31 19:11:18,25.51,678
1969-12-31 19:11:19,49.92,679
1969-12-31 19:11:20,58.92,680
1969-12-31 19:11:21,19.75,681
1969-12-31 19:11:22,12.79,682
1969-12-31 19:11:23,80.51,683
1969-12-31 19:11:24,76.87,684
1969-12-31 19:11:25,99.21,685
1969-12-31 19:11:26,13.58,686
1969-12-31 19:11:27,89.21,687
1969-12-31 19:11:28,45.46,688
1969-12-31 19:11:29,90.87,689
1969-12-31 19:11:30,86.71,690
1969-12-31 19:11:31,35.84,691
1969-12-31 19:11:32,34.57,692
1969-12-31 19:11:33,42.7,693
1969-12-31 19:11:34,15.08,694
1969-12-31 19:11:35,72.92,695
1969-12-31 19:11:36,51.99,696
1969-12-31 19:11:37,15.88,697
1969-12-31 19:11:38,47.7,698
1969-12-31 19:11:39,81.7,699
1969-12-31 19:11:40,43.35,700
1969-12-31 19:11:41,1.0,701
1969-12-31 19:11:42,75.25,702
1969-12-31 19:11:43,33.27,703
1969-12-31 19:11:44,37.33,704
1969-12-31 19:11:45,47.38,705
1969-12-31 19:11:46,86.85,706
1969-12-31 19:11:47,16.83,707
1969-12-31 19:11:48,35.69,708
1969-12-31 19:11:49,70.35,709
1969-12-31 19:11:50,39.95,710
1969-12-31 19:11:51,78.16,711
1969-12-31 19:11:52,16.73,712
1969-12-31 19:11:53,6.03,713
1969-12-31 19:11:54,45.26,714
1969-12-31 19:11:55,7.65,715
1969-12-31 19:11:56,49.33,716
1969-12-31 19:11:57,27.27,717
1969-12-31 19:11:58,16.7,718
1969-12-31 19:11:59,2.0,719
1969-12-31 19:12:00,54.65,720
1969-12-31 19:12:01,90.94,721
1969-12-31 19:12:02,31.04,722
1969-12-31 19:12:03,63.5,723
1969-12-31 19:12:04,51.47,724
1969-12-31 19:12:05,85.04,725
1969-12-31 19:12:06,16.06,726
1969-12-31 19:12:07,55.53,727
1969-12-31 19:12:08,72.05,728
1969-12-31 19:12:09,88.46,729
1969-12-31 19:12:10,66.65,730
1969-12-31 19:12:11,62.05,731
1969-12-31 19:12:12,82.66,732
1969-12-31 19:12:13,94.99,733
1969-12-31 19:12:14,95.12,734
